EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fight_date,f1_open_odds,f2_open_odds,f1_close_odds,f2_close_odds,f1_open_odds_ts,f2_open_odds_ts,f1_close_odds_ts,f2_close_odds_ts,f1_odds_history_points,f2_odds_history_points,odds_matched,odds_event,odds_matchup_id,odds_source_url,odds_inferred
UFC 160: Velasquez vs Silva 2,Khabib Nurmagomedov vs. Abel Trujillo,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Dave Hagen 27 - 30.Chris Lee 27 - 30.Roy Silbert 27 - 30.,http://ufcstats.com/fight-details/e1d33aa47b35d021,2013-05-25,-350.0,250.0,-302.0,258.0,2013-05-15T20:50:05+00:00,2013-05-15T20:50:05+00:00,2013-05-26T00:05:05+00:00,2013-05-26T00:05:05+00:00,27.0,27.0,True,UFC 160: Velasquez vs. Silva II,6612.0,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647,False
UFC 160: Velasquez vs Silva 2,Stephen Thompson vs. Nah-Shon Burrell,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Lester Griffin 28 - 29.Tony Weeks 27 - 30.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/a6ba04a54eb7e8fa,2013-05-25,-170.0,130.0,-177.0,158.0,2013-05-21T15:00:07+00:00,2013-05-21T15:00:07+00:00,2013-05-25T23:20:39+00:00,2013-05-25T23:20:39+00:00,19.0,19.0,True,UFC 160: Velasquez vs. Silva II,6947.0,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647,False
UFC 160: Velasquez vs Silva 2,Brian Bowles vs. George Roop,L/W,Bantamweight Bout,KO/TKO ,2,1:43,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/1260d0031a5e469d,2013-05-25,-380.0,260.0,-292.0,248.0,2013-05-21T15:00:07+00:00,2013-05-21T15:00:07+00:00,2013-05-25T23:00:08+00:00,2013-05-25T23:00:08+00:00,13.0,13.0,True,UFC 160: Velasquez vs. Silva II,6831.0,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647,False
UFC 160: Velasquez vs Silva 2,Jeremy Stephens vs. Estevan Payan,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Doug Crosby 26 - 30.Roy Silbert 26 - 30.Dave Hagen 27 - 30.,http://ufcstats.com/fight-details/172dfd6cab9b627b,2013-05-25,-230.0,170.0,-184.0,160.0,2013-05-21T15:00:07+00:00,2013-05-21T15:00:07+00:00,2013-05-25T22:30:07+00:00,2013-05-25T22:30:07+00:00,20.0,20.0,True,UFC 160: Velasquez vs. Silva II,6796.0,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647,False
UFC on FX: Belfort vs. Rockhold,Vitor Belfort vs. Luke Rockhold,W/L,Middleweight Bout,KO/TKO ,1,2:32,5 Rnd (5-5-5-5-5),Leon Roberts,Kick to Head At DistanceWheel Kick,http://ufcstats.com/fight-details/110d18c0953bde1d,2013-05-18,-140.0,100.0,-110.0,-105.0,2013-03-02T21:25:04+00:00,2013-03-02T21:25:04+00:00,2013-05-19T02:30:48+00:00,2013-05-19T02:30:48+00:00,49.0,49.0,True,UFC on FX 8: Belfort vs. Rockhold,6504.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC on FX: Belfort vs. Rockhold,Jacare Souza vs. Chris Camozzi,W/L,Middleweight Bout,Submission ,1,3:37,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/ac269f99e4e53634,2013-05-18,-109,109,-111,111,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC on FX: Belfort vs. Rockhold,Rafael Dos Anjos vs. Evan Dunham,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Doug Crosby 28 - 29.Howard Hughes 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/05f8696303709939,2013-05-18,-180.0,140.0,-210.0,185.0,2013-04-23T23:40:04+00:00,2013-04-23T23:40:04+00:00,2013-05-19T01:35:07+00:00,2013-05-19T01:35:07+00:00,22.0,22.0,True,UFC on FX 8: Belfort vs. Rockhold,6858.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC on FX: Belfort vs. Rockhold,Rafael Natal vs. Joao Zeferino,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Guilherme Bravo 27 - 30.Ben Cartlidge 28 - 29.Doug Crosby 28 - 29.,http://ufcstats.com/fight-details/59bb17087b12ad35,2013-05-18,-350.0,250.0,-310.0,270.0,2013-05-14T15:35:04+00:00,2013-05-14T15:35:04+00:00,2013-05-19T01:10:04+00:00,2013-05-19T01:10:04+00:00,9.0,9.0,True,UFC on FX 8: Belfort vs. Rockhold,6997.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC on FX: Belfort vs. Rockhold,Hacran Dias vs. Nik Lentz,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby 27 - 28.Howard Hughes 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/cf5f9da861c5e63f,2013-05-18,115.0,-155.0,-107.0,-108.0,2013-05-14T15:35:04+00:00,2013-05-14T15:35:04+00:00,2013-05-19T00:25:40+00:00,2013-05-19T00:25:40+00:00,39.0,39.0,True,UFC on FX 8: Belfort vs. Rockhold,6859.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC on FX: Belfort vs. Rockhold,Francisco Trinaldo vs. Mike Rio,W/L,Lightweight Bout,Submission ,1,3:08,3 Rnd (5-5-5),Kevin Mulhall,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/91f33ac24fb39eca,2013-05-18,-385.0,265.0,-320.0,280.0,2013-05-14T15:35:04+00:00,2013-05-14T15:35:04+00:00,2013-05-19T00:05:05+00:00,2013-05-19T00:05:05+00:00,15.0,15.0,True,UFC on FX 8: Belfort vs. Rockhold,6860.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC on FX: Belfort vs. Rockhold,Gleison Tibau vs. John Cholish,W/L,Lightweight Bout,Submission ,2,2:34,3 Rnd (5-5-5),Leon Roberts,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/edc4e54d5258eea8,2013-05-18,-260.0,180.0,-252.0,223.0,2013-05-14T15:35:04+00:00,2013-05-14T15:35:04+00:00,2013-05-18T22:45:45+00:00,2013-05-18T22:45:45+00:00,35.0,35.0,True,UFC on FX 8: Belfort vs. Rockhold,6864.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC on FX: Belfort vs. Rockhold,Paulo Thiago vs. Michel Prazeres,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Guilherme Bravo 28 - 29.Doug Crosby 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/4b4c4df2778538d9,2013-05-18,-210.0,160.0,-195.0,175.0,2013-05-14T15:40:12+00:00,2013-05-14T15:40:12+00:00,2013-05-18T23:05:49+00:00,2013-05-18T23:05:49+00:00,17.0,17.0,True,UFC on FX 8: Belfort vs. Rockhold,6946.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC on FX: Belfort vs. Rockhold,Iuri Alcantara vs. Iliarde Santos,W/L,Bantamweight Bout,KO/TKO ,1,2:31,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance ,http://ufcstats.com/fight-details/019b88d4ac875ae4,2013-05-18,-172,172,-184,184,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC on FX: Belfort vs. Rockhold,Fabio Maldonado vs. Roger Hollett,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Howard Hughes 28 - 29.Doug Crosby 27 - 29.Cardo Urso 27 - 29.,http://ufcstats.com/fight-details/11249454ed5fd71f,2013-05-18,-245.0,175.0,-265.0,235.0,2013-05-14T15:35:05+00:00,2013-05-14T15:35:05+00:00,2013-05-18T22:00:06+00:00,2013-05-18T22:00:06+00:00,10.0,10.0,True,UFC on FX 8: Belfort vs. Rockhold,6863.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC on FX: Belfort vs. Rockhold,John Lineker vs. Azamat Gashimov,W/L,Flyweight Bout,KO/TKO ,2,1:07,3 Rnd (5-5-5),Mario Yamasaki,Punch to Body At Distance ,http://ufcstats.com/fight-details/8aff100107d0ba11,2013-05-18,-190.0,150.0,108.0,-122.0,2013-05-14T15:35:05+00:00,2013-05-14T15:35:05+00:00,2013-05-18T21:25:09+00:00,2013-05-18T21:25:09+00:00,32.0,32.0,True,UFC on FX 8: Belfort vs. Rockhold,6862.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC on FX: Belfort vs. Rockhold,Jussier Formiga vs. Chris Cariaso,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Ben Cartlidge 28 - 29.Doug Crosby 28 - 29.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/caa56c26127bf7e8,2013-05-18,-108,108,-112,112,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC on FX: Belfort vs. Rockhold,Lucas Martins vs. Jeremy Larsen,W/L,Lightweight Bout,KO/TKO ,3,0:13,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/eacfc05c3e5ead5e,2013-05-18,-170.0,130.0,-322.0,280.0,2013-05-14T15:35:05+00:00,2013-05-14T15:35:05+00:00,2013-05-18T18:15:53+00:00,2013-05-18T18:15:53+00:00,13.0,13.0,True,UFC on FX 8: Belfort vs. Rockhold,6866.0,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648,False
UFC 159: Jones vs Sonnen,Jon Jones vs. Chael Sonnen,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,1,4:33,5 Rnd (5-5-5-5-5),Keith Peterson,Punches to Head On Ground ,http://ufcstats.com/fight-details/8151421edf24a821,2013-04-27,-750.0,575.0,-849.0,655.0,2012-10-16T21:50:34+00:00,2012-10-16T21:50:34+00:00,2013-04-28T03:55:53+00:00,2013-04-28T03:55:53+00:00,26.0,26.0,True,UFC 159: Jones vs. Sonnen,5912.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC 159: Jones vs Sonnen,Michael Bisping vs. Alan Belcher,W/L,Middleweight Bout,Decision - Unanimous ,3,4:31,3 Rnd (5-5-5),Herb Dean,Technical Decision - Eye PokeEric Colon 27 - 30.Dave Tirelli 27 - 30.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/1ac61e415deca2fe,2013-04-27,-190.0,150.0,-175.0,160.0,2013-03-12T20:15:04+00:00,2013-03-12T20:15:04+00:00,2013-04-28T03:25:05+00:00,2013-04-28T03:25:05+00:00,22.0,22.0,True,UFC 159: Jones vs. Sonnen,6519.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC 159: Jones vs Sonnen,Roy Nelson vs. Cheick Kongo,W/L,Heavyweight Bout,KO/TKO ,1,2:03,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance ,http://ufcstats.com/fight-details/04e6a26fe2a4017d,2013-04-27,-230.0,170.0,-237.0,208.0,2013-03-30T20:35:04+00:00,2013-03-30T20:35:04+00:00,2013-04-28T03:10:09+00:00,2013-04-28T03:10:09+00:00,28.0,28.0,True,UFC 159: Jones vs. Sonnen,6516.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC 159: Jones vs Sonnen,Phil Davis vs. Vinny Magalhaes,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon 27 - 30.Tony Tamburrino 27 - 30.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/c29850ed8d9d1073,2013-04-27,-300.0,220.0,-285.0,250.0,2013-03-13T22:15:05+00:00,2013-03-13T22:15:05+00:00,2013-04-28T02:06:23+00:00,2013-04-28T02:06:23+00:00,29.0,29.0,True,UFC 159: Jones vs. Sonnen,6517.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC 159: Jones vs Sonnen,Jim Miller vs. Pat Healy,NC/NC,Lightweight Bout,Overturned ,3,4:02,3 Rnd (5-5-5),Herb Dean,Failed Drug Test by Healy,http://ufcstats.com/fight-details/bb59b82bddc96cca,2013-04-27,-305.0,225.0,-266.0,235.0,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-28T02:10:11+00:00,2013-04-28T02:10:11+00:00,19.0,19.0,True,UFC 159: Jones vs. Sonnen,6518.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC 159: Jones vs Sonnen,Rustam Khabilov vs. Yancy Medeiros,W/L,Lightweight Bout,TKO - Doctor's Stoppage ,1,2:32,3 Rnd (5-5-5),Dan Miragliotta,Thumb Injury,http://ufcstats.com/fight-details/59ad5b88804afbf5,2013-04-27,-310.0,230.0,-192.0,173.0,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-28T00:50:06+00:00,2013-04-28T00:50:06+00:00,33.0,33.0,True,UFC 159: Jones vs. Sonnen,6795.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC 159: Jones vs Sonnen,Gian Villante vs. Ovince Saint Preux,L/W,Light Heavyweight Bout,Decision - Majority ,3,0:33,3 Rnd (5-5-5),Kevin Mulhall,Technical Decision - Eye PokeEric Colon 28 - 30.Michael Depasquale 29 - 30.Jose Tabora 29 - 29.,http://ufcstats.com/fight-details/523e8ca343a0becc,2013-04-27,-104,104,-107,107,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 159: Jones vs Sonnen,Sara McMann vs. Sheila Gaff,W/L,Women's Bantamweight Bout,KO/TKO ,1,4:06,3 Rnd (5-5-5),Gasper Oliver,Punches to Head From Side Control ,http://ufcstats.com/fight-details/fb30b2752d3dc1eb,2013-04-27,-600.0,400.0,-572.0,453.0,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-28T00:35:06+00:00,2013-04-28T00:35:06+00:00,16.0,16.0,True,UFC 159: Jones vs. Sonnen,6790.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC 159: Jones vs Sonnen,Bryan Caraway vs. Johnny Bedford,W/L,Bantamweight Bout,Submission ,3,4:44,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/372a0456aa4ff6cf,2013-04-27,105.0,-145.0,103.0,-117.0,2013-04-24T05:45:10+00:00,2013-04-24T05:45:10+00:00,2013-04-27T23:35:40+00:00,2013-04-27T23:35:40+00:00,26.0,26.0,True,UFC 159: Jones vs. Sonnen,6948.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC 159: Jones vs Sonnen,Leonard Garcia vs. Cody McKenzie,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Michael Depasquale 28 - 29.Sue Sanidad 27 - 30.Tony Tamburrino 27 - 30.,http://ufcstats.com/fight-details/44ad16cd4e6c93d7,2013-04-27,-160.0,120.0,-210.0,187.0,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-27T23:30:48+00:00,2013-04-27T23:30:48+00:00,36.0,36.0,True,UFC 159: Jones vs. Sonnen,6719.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC 159: Jones vs Sonnen,Steven Siler vs. Kurt Holobaugh,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gasper Oliver,Sue Sanidad 28 - 29.Dave Tirelli 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/6d6a1834e0d18f0c,2013-04-27,100.0,-140.0,-117.0,103.0,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-27T22:40:06+00:00,2013-04-27T22:40:06+00:00,27.0,27.0,True,UFC 159: Jones vs. Sonnen,6793.0,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633,False
UFC on FOX: Henderson vs Melendez,Benson Henderson vs. Gilbert Melendez,W/L,UFC Lightweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Mike Bell 47 - 48.Wade Vierra 48 - 47.Derek Cleary 47 - 48.,http://ufcstats.com/fight-details/6599a94704d56719,2013-04-20,-280.0,200.0,-324.0,283.0,2013-01-18T14:15:04+00:00,2013-01-18T14:15:04+00:00,2013-04-21T01:40:40+00:00,2013-04-21T01:40:40+00:00,45.0,45.0,True,UFC on FOX 7: Henderson vs. Melendez,6458.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Frank Mir vs. Daniel Cormier,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30.Derek Cleary 27 - 30.Steven Davis 27 - 30.,http://ufcstats.com/fight-details/4dd561df1ca58ab8,2013-04-20,250.0,-350.0,325.0,-375.0,2013-01-18T14:15:04+00:00,2013-01-18T14:15:04+00:00,2013-04-21T01:00:43+00:00,2013-04-21T01:00:43+00:00,37.0,37.0,True,UFC on FOX 7: Henderson vs. Melendez,6459.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Nate Diaz vs. Josh Thomson,L/W,Lightweight Bout,KO/TKO ,2,3:44,3 Rnd (5-5-5),Mike Beltran,Kick to Head At Distance ,http://ufcstats.com/fight-details/56ce29bdb1fe9abf,2013-04-20,-160.0,120.0,-145.0,130.0,2013-03-02T01:05:06+00:00,2013-03-02T01:05:06+00:00,2013-04-21T00:40:39+00:00,2013-04-21T00:40:39+00:00,54.0,54.0,True,UFC on FOX 7: Henderson vs. Melendez,6515.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Matt Brown vs. Jordan Mein,W/L,Welterweight Bout,KO/TKO ,2,1:00,3 Rnd (5-5-5),John McCarthy,Elbows to Body On Ground ,http://ufcstats.com/fight-details/004885f7983f4658,2013-04-20,190.0,-270.0,283.0,-325.0,2013-04-16T01:05:04+00:00,2013-04-16T01:05:04+00:00,2013-04-20T23:45:06+00:00,2013-04-20T23:45:06+00:00,28.0,28.0,True,UFC on FOX 7: Henderson vs. Melendez,6804.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Chad Mendes vs. Darren Elkins,W/L,Featherweight Bout,KO/TKO ,1,1:08,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/d13ea6559225991f,2013-04-20,-445.0,315.0,-610.0,483.0,2013-04-16T01:05:04+00:00,2013-04-16T01:05:04+00:00,2013-04-20T22:05:44+00:00,2013-04-20T22:05:44+00:00,17.0,17.0,True,UFC on FOX 7: Henderson vs. Melendez,6797.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Francis Carmont vs. Lorenz Larkin,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 29.Derek Cleary 28 - 29.Edward Collantes 28 - 29.,http://ufcstats.com/fight-details/3566c8e9d3a9caa8,2013-04-20,-125.0,-115.0,-115.0,100.0,2013-04-16T01:05:04+00:00,2013-04-16T01:05:04+00:00,2013-04-20T23:00:44+00:00,2013-04-20T23:00:44+00:00,48.0,48.0,True,UFC on FOX 7: Henderson vs. Melendez,6798.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Ramsey Nijem vs. Myles Jury,L/W,Lightweight Bout,KO/TKO ,2,1:02,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance ,http://ufcstats.com/fight-details/704adfae22d0dfb8,2013-04-20,170.0,-230.0,190.0,-215.0,2013-04-16T01:05:04+00:00,2013-04-16T01:05:04+00:00,2013-04-20T22:25:49+00:00,2013-04-20T22:25:49+00:00,26.0,26.0,True,UFC on FOX 7: Henderson vs. Melendez,6544.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Joseph Benavidez vs. Darren Uyenoyama,W/L,Flyweight Bout,KO/TKO ,2,4:50,3 Rnd (5-5-5),Herb Dean,Punch to Body At Distance ,http://ufcstats.com/fight-details/a6797238f9f98644,2013-04-20,-505.0,335.0,-585.0,465.0,2013-04-16T01:10:05+00:00,2013-04-16T01:10:05+00:00,2013-04-20T18:30:47+00:00,2013-04-20T18:30:47+00:00,13.0,13.0,True,UFC on FOX 7: Henderson vs. Melendez,6800.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Tim Means vs. Jorge Masvidal,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 28 - 29.Edward Collantes 28 - 29.Steven Davis 28 - 29.,http://ufcstats.com/fight-details/786033c27fdaa020,2013-04-20,125.0,-165.0,100.0,-120.0,2013-04-16T01:10:05+00:00,2013-04-16T01:10:05+00:00,2013-04-20T20:30:42+00:00,2013-04-20T20:30:42+00:00,18.0,18.0,True,UFC on FOX 7: Henderson vs. Melendez,6545.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,TJ Dillashaw vs. Hugo Viana,W/L,Bantamweight Bout,KO/TKO ,1,4:22,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance ,http://ufcstats.com/fight-details/b229ee2997b70d16,2013-04-20,-295.0,215.0,-334.0,290.0,2013-04-16T01:10:05+00:00,2013-04-16T01:10:05+00:00,2013-04-20T20:20:44+00:00,2013-04-20T20:20:44+00:00,18.0,18.0,True,UFC on FOX 7: Henderson vs. Melendez,6828.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Anthony Njokuani vs. Roger Bowling,W/L,Lightweight Bout,KO/TKO ,2,2:52,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/56ad1de1924984ad,2013-04-20,-210.0,160.0,-180.0,165.0,2013-04-16T01:10:05+00:00,2013-04-16T01:10:05+00:00,2013-04-20T20:20:44+00:00,2013-04-20T20:20:44+00:00,21.0,21.0,True,UFC on FOX 7: Henderson vs. Melendez,6547.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
UFC on FOX: Henderson vs Melendez,Clifford Starks vs. Yoel Romero,L/W,Middleweight Bout,KO/TKO ,1,1:32,3 Rnd (5-5-5),Mike Beltran,Flying Knee Head ,http://ufcstats.com/fight-details/c8a48abe3263f796,2013-04-20,-125.0,-115.0,158.0,-172.0,2013-04-16T01:10:05+00:00,2013-04-16T01:10:05+00:00,2013-04-20T20:05:05+00:00,2013-04-20T20:05:05+00:00,29.0,29.0,True,UFC on FOX 7: Henderson vs. Melendez,6548.0,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634,False
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Urijah Faber vs. Scott Jorgensen,W/L,Bantamweight Bout,Submission ,4,3:16,5 Rnd (5-5-5-5-5),Steve Mazzagatti,Rear Naked Choke ,http://ufcstats.com/fight-details/b4d0659f60c8aa7c,2013-04-13,106,-106,108,-108,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Uriah Hall vs. Kelvin Gastelum,L/W,Ultimate Fighter 17 Middleweight Tournament Title Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/f286aad7b3558b21,2013-04-13,108,-108,116,-116,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Miesha Tate vs. Cat Zingano,L/W,Women's Bantamweight Bout,KO/TKO ,3,2:55,3 Rnd (5-5-5),Kim Winslow,Knees to Head In Clinch ,http://ufcstats.com/fight-details/2594287e8fa31404,2013-04-13,-110,110,-112,112,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Travis Browne vs. Gabriel Gonzaga,W/L,Heavyweight Bout,KO/TKO ,1,1:11,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head In Clinch ,http://ufcstats.com/fight-details/5ba1e6f5519074c9,2013-04-13,105,-105,-100,100,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Robert McDaniel vs. Gilbert Smith,W/L,Middleweight Bout,Submission ,3,2:49,3 Rnd (5-5-5),Steve Mazzagatti,Triangle Choke On Ground ,http://ufcstats.com/fight-details/dc85144d1d945076,2013-04-13,108,-108,123,-123,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Josh Samman vs. Kevin Casey,W/L,Middleweight Bout,KO/TKO ,2,2:17,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch ,http://ufcstats.com/fight-details/5067fe22dbc4baff,2013-04-13,-116,116,-147,147,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Luke Barnatt vs. Collin Hart,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/8c8468ed2878dc0a,2013-04-13,-113,113,-123,123,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Dylan Andrews vs. Jimmy Quinlan,W/L,Middleweight Bout,KO/TKO ,1,3:22,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/adf590055f922f5b,2013-04-13,-102,102,-110,110,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Bristol Marunde vs. Clint Hester,L/W,Middleweight Bout,KO/TKO ,3,3:53,3 Rnd (5-5-5),Steve Mazzagatti,Elbow to Head At Distance ,http://ufcstats.com/fight-details/40a43ffdd1624bed,2013-04-13,161,-161,143,-143,,,,,,,False,inferred_from_fighter_market_history,,,True
