outcome,wins_f1,losses_f1,draws_f1,height_cm_f1,weight_in_kg_f1,reach_in_cm_f1,significant_strikes_landed_per_minute_f1,significant_striking_accuracy_f1,significant_strikes_absorbed_per_minute_f1,significant_strike_defence_f1,average_takedowns_landed_per_15_minutes_f1,takedown_accuracy_f1,takedown_defense_f1,average_submissions_attempted_per_15_minutes_f1,age_f1,stance_Open Stance_f1,stance_Orthodox_f1,stance_Sideways_f1,stance_Southpaw_f1,stance_Switch_f1,stance_Unknown_f1,rolling_win_rate_f1,wins_f2,losses_f2,draws_f2,height_cm_f2,weight_in_kg_f2,reach_in_cm_f2,significant_strikes_landed_per_minute_f2,significant_striking_accuracy_f2,significant_strikes_absorbed_per_minute_f2,significant_strike_defence_f2,average_takedowns_landed_per_15_minutes_f2,takedown_accuracy_f2,takedown_defense_f2,average_submissions_attempted_per_15_minutes_f2,age_f2,stance_Open Stance_f2,stance_Orthodox_f2,stance_Sideways_f2,stance_Southpaw_f2,stance_Switch_f2,stance_Unknown_f2,rolling_win_rate_f2,diff_wins,diff_losses,diff_draws,diff_height_cm,diff_weight_in_kg,diff_reach_in_cm,diff_significant_strikes_landed_per_minute,diff_significant_striking_accuracy,diff_significant_strikes_absorbed_per_minute,diff_significant_strike_defence,diff_average_takedowns_landed_per_15_minutes,diff_takedown_accuracy,diff_takedown_defense,diff_average_submissions_attempted_per_15_minutes,diff_age,diff_rolling_win_rate
1,22,10,1,198.12,92.99,208.28,3.9,54.0,2.99,46.0,0.36,50.0,57.0,0.7,34.0,0,1,0,0,0,0,0.6,20,11,11,185.42,92.99,190.5,4.23,43.0,3.28,47.0,3.76,49.0,75.0,0.2,32.0,0,0,0,1,0,0,0.4,2,-1,-10,12.700000000000017,0.0,17.78,-0.3300000000000005,11.0,-0.2899999999999996,-1.0,-3.4,1.0,-18.0,0.49999999999999994,2.0,0.19999999999999996
0,13,4,1,172.72,65.77,185.42,5.45,50.0,3.37,56.0,0.0,0.0,65.0,0.0,34.0,0,1,0,0,0,0,0.4,31,14,0,185.42,65.77,187.96,6.18,48.0,6.31,48.0,1.73,43.0,61.0,0.7,36.0,0,0,0,1,0,0,0.6,-18,-10,1,-12.699999999999989,0.0,-2.5400000000000205,-0.7299999999999995,2.0,-2.9399999999999995,8.0,-1.73,-43.0,4.0,-0.7,-2.0,-0.19999999999999996
1,22,5,0,190.5,102.06,200.66,2.23,62.0,1.3,43.0,5.64,55.0,60.0,1.7,34.0,0,1,0,0,0,0,0.6,8,4,0,193.04,92.99,198.12,2.45,42.0,3.42,54.0,4.98,41.0,16.0,0.0,29.0,0,1,0,0,0,0,0.0,14,1,0,-2.539999999999992,9.070000000000007,2.539999999999992,-0.2200000000000002,20.0,-2.12,-11.0,0.6599999999999993,14.0,44.0,1.7,5.0,0.6
1,10,10,1,185.42,83.91,195.58,3.61,41.0,5.23,38.0,0.96,42.0,72.0,0.0,37.0,0,1,0,0,0,0,0.2,13,11,0,187.96,83.91,203.2,2.65,47.0,3.62,50.0,1.26,40.0,67.0,0.1,37.0,0,1,0,0,0,0,0.4,-3,-1,1,-2.5400000000000205,0.0,-7.619999999999976,0.96,-6.0,1.6100000000000003,-12.0,-0.30000000000000004,2.0,5.0,-0.1,0.0,-0.2
0,13,10,0,190.5,104.33,198.12,5.8,44.0,5.08,50.0,0.71,33.0,67.0,0.6,37.0,0,1,0,0,0,0,0.4,23,10,0,175.26,118.39,190.5,3.36,47.0,6.55,36.0,0.0,0.0,35.0,0.0,39.0,0,1,0,0,0,0,0.4,-10,0,0,15.240000000000009,-14.060000000000002,7.6200000000000045,2.44,-3.0,-1.4699999999999998,14.0,0.71,33.0,32.0,0.6,-2.0,0.0
1,13,3,0,170.18,61.23,170.18,3.85,50.0,2.33,64.0,1.43,54.0,71.0,0.0,35.0,0,1,0,0,0,0,1.0,1,1,0,180.34,65.77,177.8,2.37,25.0,4.57,47.0,0.0,0.0,77.0,0.5,42.0,0,1,0,0,0,0,0.4109192890442891,12,2,0,-10.159999999999997,-4.539999999999999,-7.6200000000000045,1.48,25.0,-2.24,17.0,1.43,54.0,-6.0,-0.5,-7.0,0.5890807109557109
0,13,8,0,167.64,61.23,162.56,3.11,46.0,2.76,53.0,0.68,30.0,38.0,0.5,39.0,0,1,0,0,0,0,0.25,17,10,2,165.1,61.23,167.64,2.82,32.0,5.12,57.0,1.74,43.0,75.0,0.0,34.0,0,1,0,0,0,0,0.4,-4,-2,-2,2.539999999999992,0.0,-5.079999999999984,0.29000000000000004,14.0,-2.3600000000000003,-4.0,-1.06,-13.0,-37.0,0.5,5.0,-0.15000000000000002
0,8,2,0,157.48,52.16,167.64,3.78,47.0,5.21,53.0,0.35,50.0,50.0,0.0,28.0,0,0,0,1,0,0,0.5,8,5,0,160.02,52.16,160.02,3.41,53.0,3.26,51.0,0.46,60.0,53.0,0.0,33.0,0,1,0,0,0,0,0.4,0,-3,0,-2.5400000000000205,0.0,7.619999999999976,0.36999999999999966,-6.0,1.9500000000000002,2.0,-0.11000000000000004,-10.0,-3.0,0.0,-5.0,0.09999999999999998
0,5,3,0,180.34,77.11,182.88,4.49,51.0,4.56,51.0,2.0,30.0,100.0,0.0,32.0,0,1,0,0,0,0,0.0,9,3,0,185.42,77.11,193.04,2.22,41.0,3.38,58.0,0.94,28.0,72.0,0.5,33.0,0,1,0,0,0,0,0.3333333333333333,-4,0,0,-5.079999999999984,0.0,-10.159999999999997,2.27,10.0,1.1799999999999997,-7.0,1.06,2.0,28.0,-0.5,-1.0,-0.3333333333333333
1,13,2,1,193.04,112.04,205.74,5.29,61.0,2.33,60.0,0.68,25.0,47.0,0.6,36.0,0,1,0,0,0,0,1.0,15,10,0,187.96,119.75,190.5,3.66,48.0,4.97,43.0,0.0,0.0,60.0,0.0,33.0,0,0,0,1,0,0,0.0,-2,-8,1,5.079999999999984,-7.709999999999994,15.240000000000009,1.63,13.0,-2.6399999999999997,17.0,0.68,25.0,-13.0,0.6,3.0,1.0
1,27,9,0,182.88,83.91,185.42,4.39,43.0,3.36,59.0,0.73,38.0,82.0,0.0,35.0,0,1,0,0,0,0,0.8,19,10,1,182.88,83.91,187.96,4.74,45.0,4.55,56.0,1.41,43.0,68.0,0.4,32.0,0,0,0,1,0,0,0.4,8,-1,-1,0.0,0.0,-2.5400000000000205,-0.35000000000000053,-2.0,-1.19,3.0,-0.6799999999999999,-5.0,14.0,-0.4,3.0,0.4
1,17,4,1,190.5,83.91,190.5,4.28,54.0,3.17,58.0,0.74,32.0,81.0,1.0,30.0,0,1,0,0,0,0,1.0,21,7,0,177.8,77.11,193.04,3.88,36.0,2.93,59.0,1.54,45.0,72.0,0.1,32.0,0,0,0,1,0,0,0.6,-4,-3,1,12.699999999999989,6.799999999999997,-2.539999999999992,0.40000000000000036,18.0,0.23999999999999977,-1.0,-0.8,-13.0,9.0,0.9,-2.0,0.4
0,13,7,0,182.88,83.91,187.96,3.32,39.0,3.44,61.0,1.46,39.0,83.0,0.0,36.0,0,1,0,0,0,0,0.4,14,5,0,182.88,83.91,190.5,4.59,50.0,5.18,52.0,1.14,47.0,88.0,0.0,33.0,0,0,0,1,0,0,0.8,-1,2,0,0.0,0.0,-2.539999999999992,-1.27,-11.0,-1.7399999999999998,9.0,0.32000000000000006,-8.0,-5.0,0.0,3.0,-0.4
1,15,3,0,182.88,65.77,185.42,3.48,49.0,2.76,61.0,0.86,38.0,72.0,0.3,28.0,0,0,0,1,0,0,0.8,14,6,1,180.34,65.77,185.42,3.29,44.0,3.29,61.0,0.0,0.0,33.0,0.3,31.0,0,1,0,0,0,0,0.3333333333333333,1,-3,-1,2.539999999999992,0.0,0.0,0.18999999999999995,5.0,-0.5300000000000002,0.0,0.86,38.0,39.0,0.0,-3.0,0.46666666666666673
0,18,8,1,175.26,61.23,175.26,5.36,49.0,4.11,56.0,0.38,21.0,46.0,0.6,30.0,0,0,0,0,1,0,0.6,23,6,0,167.64,65.77,175.26,5.64,51.0,4.25,54.0,1.35,48.0,73.0,0.5,32.0,0,1,0,0,0,0,1.0,-5,2,1,7.6200000000000045,-4.539999999999999,0.0,-0.27999999999999936,-2.0,-0.13999999999999968,2.0,-0.9700000000000001,-27.0,-27.0,0.09999999999999998,-2.0,-0.4
1,28,7,1,187.96,83.91,198.12,3.07,49.0,3.43,55.0,2.61,59.0,100.0,0.4,35.0,0,1,0,0,0,0,0.6,16,8,0,182.88,83.91,190.5,3.3,45.0,3.23,47.0,2.08,37.0,46.0,1.1,34.0,0,1,0,0,0,0,0.2,12,-1,1,5.0800000000000125,0.0,7.6200000000000045,-0.22999999999999998,4.0,0.20000000000000018,8.0,0.5299999999999998,22.0,54.0,-0.7000000000000001,1.0,0.39999999999999997
0,18,9,0,172.72,70.31,172.72,5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,40.0,0,1,0,0,0,0,0.6,18,6,0,177.8,70.31,182.88,6.36,45.0,6.0,63.0,0.34,20.0,86.0,0.0,30.0,0,0,0,1,0,0,1.0,0,3,0,-5.0800000000000125,0.0,-10.159999999999997,-0.8400000000000007,4.0,-1.8499999999999996,5.0,-0.34,-20.0,0.0,0.0,10.0,-0.4
1,18,4,0,185.42,70.31,190.5,2.87,52.0,1.53,65.0,1.73,40.0,71.0,0.5,29.0,0,1,0,0,0,0,0.8,8,2,0,177.8,70.31,177.8,4.0,39.0,4.93,52.0,0.5,12.0,57.0,0.0,29.0,0,1,0,0,0,0,0.0,10,2,0,7.619999999999976,0.0,12.699999999999989,-1.13,13.0,-3.3999999999999995,13.0,1.23,28.0,14.0,0.5,0.0,0.8
1,17,3,1,180.34,70.31,185.42,5.62,58.0,4.09,42.0,4.19,35.0,72.0,1.8,30.0,0,0,0,1,0,0,0.8,17,8,0,180.34,65.77,180.34,3.23,43.0,6.01,37.0,4.75,38.0,0.0,1.9,36.0,0,1,0,0,0,0,0.3333333333333333,0,-5,1,0.0,4.540000000000006,5.079999999999984,2.39,15.0,-1.92,5.0,-0.5599999999999996,-3.0,72.0,-0.09999999999999987,-6.0,0.46666666666666673
0,13,5,1,165.1,61.23,175.26,2.64,32.0,4.12,46.0,0.0,0.0,61.0,0.2,34.0,0,1,0,0,0,0,0.2,19,5,0,172.72,61.23,177.8,3.67,43.0,3.71,56.0,3.14,55.0,85.0,0.6,30.0,0,1,0,0,0,0,0.6666666666666666,-6,0,1,-7.6200000000000045,0.0,-2.5400000000000205,-1.0299999999999998,-11.0,0.41000000000000014,-10.0,-3.14,-55.0,-24.0,-0.39999999999999997,4.0,-0.4666666666666666
1,8,5,0,167.64,61.23,172.72,2.2,46.0,2.48,52.0,2.48,42.0,50.0,0.6,37.0,0,1,0,0,0,0,0.2,13,2,0,165.1,61.23,167.64,2.88,56.0,1.58,56.0,4.9,49.0,72.0,0.2,31.0,0,0,0,0,1,0,0.8,-5,3,0,2.539999999999992,0.0,5.0800000000000125,-0.6799999999999997,-10.0,0.8999999999999999,-4.0,-2.4200000000000004,-7.0,-22.0,0.39999999999999997,6.0,-0.6000000000000001
0,21,4,0,182.88,77.11,193.04,4.16,51.0,2.67,55.0,2.79,44.0,89.0,0.1,38.0,0,0,0,0,1,0,1.0,22,6,1,187.96,77.11,187.96,2.6,54.0,2.44,52.0,1.25,37.0,63.0,0.4,34.0,0,0,0,1,0,0,1.0,-1,-2,-1,-5.0800000000000125,0.0,5.079999999999984,1.56,-3.0,0.22999999999999998,3.0,1.54,7.0,26.0,-0.30000000000000004,4.0,0.0
1,16,4,0,185.42,92.99,182.88,6.15,59.0,5.96,49.0,0.3,42.0,77.0,0.0,35.0,0,1,0,0,0,0,0.6,16,6,0,190.5,83.91,195.58,4.1,49.0,2.68,53.0,0.7,29.0,65.0,1.0,41.0,0,0,0,1,0,0,0.8,0,-2,0,-5.0800000000000125,9.079999999999998,-12.700000000000017,2.0500000000000007,10.0,3.28,-4.0,-0.39999999999999997,13.0,12.0,-1.0,-6.0,-0.20000000000000007
0,32,10,0,170.18,61.23,177.8,3.65,46.0,3.81,60.0,0.47,51.0,92.0,0.1,39.0,0,1,0,0,0,0,0.6,21,5,0,167.64,61.23,172.72,4.42,41.0,2.8,54.0,5.97,35.0,76.0,0.3,35.0,0,1,0,0,0,0,0.8,11,5,0,2.5400000000000205,0.0,5.0800000000000125,-0.77,5.0,1.0100000000000002,6.0,-5.5,16.0,16.0,-0.19999999999999998,4.0,-0.20000000000000007
0,13,6,0,172.72,61.23,167.64,4.23,41.0,4.95,49.0,0.62,30.0,63.0,0.2,30.0,0,1,0,0,0,0,0.2,14,10,0,172.72,56.7,170.18,3.6,37.0,4.07,50.0,0.7,31.0,67.0,0.6,31.0,0,1,0,0,0,0,0.4,-1,-4,0,0.0,4.529999999999994,-2.5400000000000205,0.6300000000000003,4.0,0.8799999999999999,-1.0,-0.07999999999999996,-1.0,-4.0,-0.39999999999999997,-1.0,-0.2
1,10,5,0,190.5,92.99,200.66,2.9,59.0,2.39,56.0,0.76,30.0,50.0,0.8,34.0,0,1,0,0,0,0,0.4,7,6,0,187.96,92.99,190.5,3.54,52.0,6.53,42.0,0.0,0.0,0.0,2.0,37.0,0,1,0,0,0,0,0.0,3,-1,0,2.539999999999992,0.0,10.159999999999997,-0.6400000000000001,7.0,-4.140000000000001,14.0,0.76,30.0,50.0,-1.2,-3.0,0.4
1,27,11,0,190.5,112.94,198.12,3.56,48.0,3.26,55.0,1.3,33.0,70.0,0.1,40.0,0,1,0,0,0,0,0.8,18,3,0,187.96,118.84,190.5,3.78,51.0,2.13,54.0,4.49,55.0,28.0,0.9,35.0,0,0,0,1,0,0,1.0,9,8,0,2.539999999999992,-5.900000000000006,7.6200000000000045,-0.21999999999999975,-3.0,1.13,1.0,-3.1900000000000004,-22.0,42.0,-0.8,5.0,-0.19999999999999996
0,18,7,1,182.88,70.31,190.5,2.82,46.0,3.4,54.0,0.88,25.0,86.0,0.2,46.0,0,1,0,0,0,0,0.4,21,8,1,175.26,70.31,172.72,5.64,53.0,4.14,55.0,1.78,32.0,60.0,0.0,37.0,0,1,0,0,0,0,0.4,-3,-1,0,7.6200000000000045,0.0,17.78,-2.82,-7.0,-0.7399999999999998,-1.0,-0.9,-7.0,26.0,0.2,9.0,0.0
0,10,3,0,177.8,77.11,170.18,3.36,49.0,4.61,46.0,1.54,35.0,33.0,0.9,29.0,0,0,0,0,1,0,0.3333333333333333,10,5,1,177.8,77.11,187.96,5.46,46.0,6.59,52.0,2.53,39.0,83.0,0.2,33.0,0,1,0,0,0,0,0.4,0,-2,-1,0.0,0.0,-17.78,-2.1,3.0,-1.9799999999999995,-6.0,-0.9899999999999998,-4.0,-50.0,0.7,-4.0,-0.06666666666666671
1,17,3,0,165.1,56.7,172.72,2.47,33.0,3.88,59.0,1.18,25.0,62.0,0.4,32.0,0,1,0,0,0,0,0.8,13,5,11,167.64,56.7,172.72,2.04,61.0,2.59,61.0,2.51,75.0,76.0,0.4,36.0,0,0,0,1,0,0,0.6666666666666666,4,-2,-11,-2.539999999999992,0.0,0.0,0.43000000000000016,-28.0,1.29,-2.0,-1.3299999999999998,-50.0,-14.0,0.0,-4.0,0.13333333333333341
1,26,12,1,170.18,61.23,175.26,4.69,49.0,5.47,48.0,1.2,46.0,58.0,0.0,32.0,0,1,0,0,0,0,0.6,10,7,0,170.18,61.23,170.18,3.71,46.0,3.9,44.0,2.83,52.0,58.0,0.0,32.0,0,0,0,0,1,0,0.0,16,5,1,0.0,0.0,5.079999999999984,0.9800000000000004,3.0,1.5699999999999998,4.0,-1.6300000000000001,-6.0,0.0,0.0,0.0,0.6
0,11,6,1,167.64,56.7,177.8,3.95,45.0,8.28,34.0,2.32,50.0,0.0,1.2,29.0,0,0,0,0,1,0,0.0,12,5,0,172.72,56.7,177.8,4.58,53.0,3.82,53.0,2.88,38.0,63.0,0.0,35.0,0,0,0,0,1,0,0.2,-1,1,1,-5.0800000000000125,0.0,0.0,-0.6299999999999999,-8.0,4.459999999999999,-19.0,-0.56,12.0,-63.0,1.2,-6.0,-0.2
1,23,12,1,172.72,61.23,177.8,4.18,47.0,5.34,50.0,0.47,39.0,71.0,0.8,33.0,0,0,0,0,1,0,0.6,24,4,0,172.72,61.23,172.72,3.91,33.0,2.61,70.0,2.82,42.0,83.0,0.1,41.0,0,1,0,0,0,0,0.6,-1,8,1,0.0,0.0,5.0800000000000125,0.2699999999999996,14.0,2.73,-20.0,-2.3499999999999996,-3.0,-12.0,0.7000000000000001,-8.0,0.0
1,18,8,0,175.26,65.77,182.88,5.55,45.0,5.96,51.0,0.73,41.0,71.0,0.7,37.0,0,1,0,0,0,0,0.6,14,3,0,180.34,65.77,187.96,5.07,50.0,4.89,51.0,1.05,30.0,52.0,0.5,31.0,0,1,0,0,0,0,0.6,4,5,0,-5.0800000000000125,0.0,-5.0800000000000125,0.47999999999999954,-5.0,1.0700000000000003,0.0,-0.32000000000000006,11.0,19.0,0.19999999999999996,6.0,0.0
1,11,2,0,160.02,52.16,162.56,6.64,39.0,5.25,54.0,0.0,0.0,100.0,0.0,27.0,0,1,0,0,0,0,0.5,18,6,0,160.02,52.16,167.64,3.22,45.0,2.8,62.0,2.28,55.0,68.0,0.1,24.0,0,1,0,0,0,0,0.8,-7,-4,0,0.0,0.0,-5.079999999999984,3.4199999999999995,-6.0,2.45,-8.0,-2.28,-55.0,32.0,-0.1,3.0,-0.30000000000000004
0,14,9,0,182.88,92.99,190.5,3.03,54.0,3.24,44.0,2.17,32.0,58.0,0.1,36.0,0,1,0,0,0,0,0.2,16,1,0,177.8,92.99,180.34,4.4,56.0,3.2,56.0,0.68,20.0,88.0,0.2,37.0,0,0,0,1,0,0,0.8,-2,8,0,5.079999999999984,0.0,10.159999999999997,-1.3700000000000006,-2.0,0.040000000000000036,-12.0,1.4899999999999998,12.0,-30.0,-0.1,-1.0,-0.6000000000000001
1,13,8,0,170.18,61.23,165.1,4.43,44.0,7.6,45.0,0.25,40.0,69.0,0.0,37.0,0,1,0,0,0,0,0.6,17,11,0,167.64,56.7,170.18,4.05,41.0,4.4,50.0,0.47,38.0,68.0,0.3,32.0,0,1,0,0,0,0,0.4,-4,-3,0,2.5400000000000205,4.529999999999994,-5.0800000000000125,0.3799999999999999,3.0,3.1999999999999993,-5.0,-0.21999999999999997,2.0,1.0,-0.3,5.0,0.19999999999999996
0,15,8,21,162.56,56.7,165.1,3.95,51.0,4.69,51.0,2.01,25.0,72.0,0.2,36.0,0,1,0,0,0,0,0.4,37,22,0,185.42,83.91,195.58,3.01,45.0,3.52,53.0,1.82,30.0,42.0,1.4,38.0,0,0,0,1,0,0,0.8,-22,-14,21,-22.859999999999985,-27.209999999999994,-30.480000000000018,0.9400000000000004,6.0,1.1700000000000004,-2.0,0.18999999999999972,-5.0,30.0,-1.2,-2.0,-0.4
0,23,13,0,182.88,83.91,187.96,3.86,48.0,5.35,41.0,0.77,22.0,74.0,0.0,36.0,0,1,0,0,0,0,0.4,37,22,0,185.42,83.91,195.58,3.01,45.0,3.52,53.0,1.82,30.0,42.0,1.4,38.0,0,0,0,1,0,0,0.8,-14,-9,0,-2.539999999999992,0.0,-7.6200000000000045,0.8500000000000001,3.0,1.8299999999999996,-12.0,-1.05,-8.0,32.0,-1.4,-2.0,-0.4
1,18,16,0,160.02,52.16,162.56,5.37,50.0,5.02,60.0,0.75,30.0,72.0,0.1,41.0,0,1,0,0,0,0,0.6,14,6,0,157.48,52.16,154.94,4.43,49.0,3.94,62.0,2.99,42.0,76.0,0.8,32.0,0,1,0,0,0,0,0.4,4,10,0,2.5400000000000205,0.0,7.6200000000000045,0.9400000000000004,1.0,1.0799999999999996,-2.0,-2.24,-12.0,-4.0,-0.7000000000000001,9.0,0.19999999999999996
1,16,2,0,193.04,120.2,195.58,4.39,53.0,4.49,55.0,0.15,20.0,93.0,0.1,34.0,0,1,0,0,0,0,1.0,9,7,11,190.5,107.05,198.12,4.9,50.0,3.65,54.0,0.41,33.0,35.0,0.4,33.0,0,1,0,0,0,0,0.2,7,-5,-11,2.539999999999992,13.150000000000006,-2.539999999999992,-0.5100000000000007,3.0,0.8400000000000003,1.0,-0.26,-13.0,58.0,-0.30000000000000004,1.0,0.8
0,9,6,1,162.56,52.16,162.56,4.41,38.0,4.12,64.0,1.8,44.0,77.0,0.8,38.0,0,1,0,0,0,0,0.6,11,7,0,165.1,56.7,162.56,4.39,45.0,3.47,55.0,0.24,33.0,73.0,0.5,40.0,0,1,0,0,0,0,0.8,-2,-1,1,-2.539999999999992,-4.540000000000006,0.0,0.020000000000000462,-7.0,0.6499999999999999,9.0,1.56,11.0,4.0,0.30000000000000004,-2.0,-0.20000000000000007
1,23,13,0,172.72,70.31,180.34,5.26,41.0,4.49,63.0,0.22,50.0,55.0,0.9,37.0,0,0,0,1,0,0,0.6,11,9,0,187.96,70.31,187.96,1.89,41.0,5.86,31.0,0.0,0.0,30.0,0.0,34.0,0,0,0,0,1,0,0.0,12,4,0,-15.240000000000009,0.0,-7.6200000000000045,3.37,0.0,-1.37,32.0,0.22,50.0,25.0,0.9,3.0,0.6
0,13,9,2,170.18,56.7,185.42,2.94,40.0,3.24,49.0,0.94,29.0,66.0,0.4,34.0,0,0,0,1,0,0,0.2,21,14,1,170.18,56.7,172.72,3.87,33.0,4.97,65.0,0.0,0.0,87.0,0.0,42.0,0,1,0,0,0,0,0.4,-8,-5,1,0.0,0.0,12.699999999999989,-0.9300000000000002,7.0,-1.7299999999999995,-16.0,0.94,29.0,-21.0,0.4,-8.0,-0.2
0,19,9,0,177.8,77.11,177.8,2.15,44.0,2.54,52.0,6.9,48.0,100.0,0.9,39.0,0,1,0,0,0,0,0.4,6,3,1,182.88,77.11,182.88,3.57,42.0,6.38,53.0,0.34,11.0,71.0,0.0,33.0,0,1,0,0,0,0,0.0,13,6,-1,-5.079999999999984,0.0,-5.079999999999984,-1.42,2.0,-3.84,-1.0,6.5600000000000005,37.0,29.0,0.9,6.0,0.4
0,22,11,0,187.96,92.99,193.04,3.72,48.0,2.57,53.0,0.88,33.0,65.0,0.1,42.0,0,1,0,0,0,0,0.4,12,4,1,193.04,92.99,200.66,6.19,51.0,4.03,44.0,0.0,0.0,73.0,0.0,34.0,0,0,0,1,0,0,0.8,10,7,-1,-5.079999999999984,0.0,-7.6200000000000045,-2.47,-3.0,-1.4600000000000004,9.0,0.88,33.0,-8.0,0.1,8.0,-0.4
0,24,12,1,180.34,83.91,190.5,4.8,50.0,5.24,51.0,0.89,48.0,59.0,0.7,34.0,0,1,0,0,0,0,0.4,16,8,0,180.34,77.11,190.5,5.02,50.0,5.5,57.0,0.54,45.0,87.0,0.1,35.0,0,0,0,1,0,0,0.6,8,4,1,0.0,6.799999999999997,0.0,-0.21999999999999975,0.0,-0.2599999999999998,-6.0,0.35,3.0,-28.0,0.6,-1.0,-0.19999999999999996
1,12,4,0,187.96,108.41,200.66,3.85,39.0,4.27,51.0,0.56,14.0,66.0,0.0,37.0,0,1,0,0,0,0,0.6,7,3,0,187.96,92.99,193.04,4.46,62.0,2.73,58.0,0.38,7.0,100.0,0.0,38.0,0,1,0,0,0,0,0.3333333333333333,5,1,0,0.0,15.420000000000002,7.6200000000000045,-0.6099999999999999,-23.0,1.5399999999999996,-7.0,0.18000000000000005,7.0,-34.0,0.0,-1.0,0.26666666666666666
0,8,5,0,162.56,56.7,170.18,1.84,32.0,3.32,47.0,1.02,75.0,11.0,0.0,37.0,0,0,0,0,1,0,0.0,5,4,0,170.18,56.7,167.64,2.65,39.0,4.14,44.0,2.16,29.0,44.0,1.2,29.0,0,1,0,0,0,0,0.5,3,1,0,-7.6200000000000045,0.0,2.5400000000000205,-0.8099999999999998,-7.0,-0.8199999999999998,3.0,-1.1400000000000001,46.0,-33.0,-1.2,8.0,-0.5
0,16,5,1,190.5,120.2,195.58,4.6,49.0,3.83,48.0,0.23,40.0,56.0,0.0,34.0,0,1,0,0,0,0,0.4,18,6,0,190.5,117.93,198.12,3.57,47.0,4.23,52.0,3.82,59.0,63.0,0.5,31.0,0,1,0,0,0,0,0.8,-2,-1,1,0.0,2.269999999999996,-2.539999999999992,1.0299999999999998,2.0,-0.40000000000000036,-4.0,-3.59,-19.0,-7.0,-0.5,3.0,-0.4
1,18,8,0,177.8,70.31,185.42,6.53,55.0,3.45,43.0,3.31,40.0,72.0,2.1,31.0,0,0,0,0,1,0,0.6,14,8,0,180.34,70.31,190.5,2.4,36.0,8.08,40.0,6.0,55.0,50.0,0.0,34.0,0,1,0,0,0,0,0.0,4,0,0,-2.539999999999992,0.0,-5.0800000000000125,4.130000000000001,19.0,-4.63,3.0,-2.69,-15.0,22.0,2.1,-3.0,0.6
0,33,18,11,187.96,83.91,190.5,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1,39.0,0,0,0,1,0,0,0.2,22,9,1,182.88,83.91,187.96,5.85,53.0,4.5,59.0,1.02,42.0,52.0,0.0,31.0,0,0,0,1,0,0,0.6,11,9,10,5.0800000000000125,0.0,2.539999999999992,-2.57,-9.0,-0.8700000000000001,-7.0,-0.96,-28.0,30.0,0.1,8.0,-0.39999999999999997
1,13,2,1,185.42,83.91,195.58,5.12,52.0,4.11,44.0,0.77,17.0,53.0,0.4,31.0,0,1,0,0,0,0,1.0,16,7,0,177.8,77.11,185.42,2.21,41.0,3.73,44.0,0.76,37.0,60.0,0.0,35.0,0,0,0,1,0,0,0.4,-3,-5,1,7.619999999999976,6.799999999999997,10.160000000000025,2.91,11.0,0.38000000000000034,0.0,0.010000000000000009,-20.0,-7.0,0.4,-4.0,0.6
1,8,4,0,160.02,52.16,147.32,2.94,38.0,3.68,46.0,2.0,47.0,75.0,0.4,26.0,0,1,0,0,0,0,0.6,7,3,0,170.18,52.16,172.72,2.79,47.0,2.57,57.0,0.0,0.0,33.0,0.0,34.0,0,1,0,0,0,0,0.3333333333333333,1,1,0,-10.159999999999997,0.0,-25.400000000000006,0.1499999999999999,-9.0,1.1100000000000003,-11.0,2.0,47.0,42.0,0.4,-8.0,0.26666666666666666
1,10,7,11,167.64,61.23,167.64,3.52,56.0,4.71,51.0,0.46,23.0,64.0,1.3,34.0,0,1,0,0,0,0,0.6,8,5,0,167.64,61.23,172.72,2.2,46.0,2.48,52.0,2.48,42.0,50.0,0.6,37.0,0,1,0,0,0,0,0.2,2,2,11,0.0,0.0,-5.0800000000000125,1.3199999999999998,10.0,2.23,-1.0,-2.02,-19.0,14.0,0.7000000000000001,-3.0,0.39999999999999997
0,13,6,0,167.64,61.23,175.26,3.1,44.0,2.56,57.0,1.7,54.0,24.0,0.8,36.0,0,1,0,0,0,0,0.6,23,5,0,172.72,61.23,175.26,4.55,51.0,2.62,57.0,2.73,54.0,82.0,0.7,37.0,0,1,0,0,0,0,0.8,-10,1,0,-5.0800000000000125,0.0,0.0,-1.4499999999999997,-7.0,-0.06000000000000005,0.0,-1.03,0.0,-58.0,0.10000000000000009,-1.0,-0.20000000000000007
1,23,10,2,170.18,56.7,177.8,3.84,44.0,3.64,59.0,1.36,39.0,65.0,0.4,32.0,0,1,0,0,0,0,0.2,25,12,1,162.56,56.7,175.26,4.46,40.0,3.24,64.0,0.56,30.0,83.0,0.0,33.0,0,1,0,0,0,0,0.8,-2,-2,1,7.6200000000000045,0.0,2.5400000000000205,-0.6200000000000001,4.0,0.3999999999999999,-5.0,0.8,9.0,-18.0,0.4,-1.0,-0.6000000000000001
